State,Crop_Year,Crop,Season,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Maharashtra,2019,Ragi,Kharif     ,82225,87270,1555.8,14122966,30423.25,1.009411765
Maharashtra,2019,Rapeseed &Mustard,Rabi       ,10517,3204,1555.8,1806399.92,3891.29,0.323333333
Maharashtra,2019,Rice,Kharif     ,1478093,2701810,1555.8,253877253.7,546894.41,1.256296296
Maharashtra,2019,Rice,Summer     ,74896,195623,1555.8,12864136.96,27711.52,2.660833333
Maharashtra,2019,Safflower,Rabi       ,21603,14917,1555.8,3710531.28,7993.11,0.541666667
Maharashtra,2019,Sesamum,Kharif     ,20063,3617,1555.8,3446020.88,7423.31,0.184137931
Maharashtra,2019,Sesamum,Rabi       ,1884,589,1555.8,323595.84,697.08,0.292666667
Maharashtra,2019,Sesamum,Summer     ,4013,984,1555.8,689272.88,1484.81,0.187142857
Maharashtra,2019,Soyabean,Kharif     ,4123911,4825628,1555.8,708322953.4,1525847.07,1.153214286
Maharashtra,2019,Sugarcane,Whole Year ,822407,69312919,1555.8,141256626.3,304290.59,69.62148148
Maharashtra,2019,Sunflower,Kharif     ,19230,6780,1555.8,3302944.8,7115.1,0.346818182
Maharashtra,2019,Sunflower,Rabi       ,3411,1843,1555.8,585873.36,1262.07,0.499333333
Maharashtra,2019,Sunflower,Summer     ,5161,3511,1555.8,886453.36,1909.57,0.879
Maharashtra,2019,Tobacco,Whole Year ,456,828,1555.8,78322.56,168.72,1.82
Maharashtra,2019,Urad,Kharif     ,340529,151195,1555.8,58489261.04,125995.73,0.45625
Maharashtra,2019,Wheat,Rabi       ,1056965,1793440,1555.8,181544308.4,391077.05,1.564
Maharashtra,2019,other oilseeds,Kharif     ,10634,3249,1555.8,1826495.84,3934.58,0.271363636
Maharashtra,2019,other oilseeds,Rabi       ,10517,3231,1555.8,1806399.92,3891.29,0.379666667
Maharashtra,2019,other oilseeds,Summer     ,1276,686,1555.8,219165.76,472.12,0.3625
