State,Crop_Year,Crop,Season,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Maharashtra,2011,Other  Rabi pulses,Rabi       ,104000,43440,1174.095455,17422080,34320,0.487083333
Maharashtra,2011,Other Kharif pulses,Kharif     ,87900,36110,1174.095455,14725008,29007,0.44483871
Maharashtra,2011,Ragi,Kharif     ,130300,137800,1174.095455,21827856,42999,1.037272727
Maharashtra,2011,Rapeseed &Mustard,Rabi       ,13100,4570,1174.095455,2194512,4323,0.384782609
Maharashtra,2011,Rice,Kharif     ,1516400,2784600,1174.095455,254027328,500412,1.319642857
Maharashtra,2011,Rice,Summer     ,27800,64300,1174.095455,4657056,9174,2.427777778
Maharashtra,2011,Safflower,Rabi       ,130700,71100,1174.095455,21894864,43131,0.516666667
Maharashtra,2011,Sesamum,Kharif     ,42300,14210,1174.095455,7086096,13959,0.386451613
Maharashtra,2011,Sesamum,Rabi       ,3200,970,1174.095455,536064,1056,0.217142857
Maharashtra,2011,Small millets,Kharif     ,58000,30260,1174.095455,9716160,19140,0.432
Maharashtra,2011,Small millets,Rabi       ,9300,4220,1174.095455,1557936,3069,0.596666667
Maharashtra,2011,Soyabean,Kharif     ,3010300,3969200,1174.095455,504285456,993399,1.484285714
Maharashtra,2011,Sugarcane,Whole Year ,1022000,89456100,1174.095455,171205440,337260,76.54074074
Maharashtra,2011,Sunflower,Kharif     ,41700,22750,1174.095455,6985584,13761,0.544736842
Maharashtra,2011,Sunflower,Rabi       ,55400,33800,1174.095455,9280608,18282,0.561052632
Maharashtra,2011,Sunflower,Summer     ,5600,5200,1174.095455,938112,1848,0.902857143
Maharashtra,2011,Urad,Kharif     ,363900,249460,1174.095455,60960528,120087,0.616060606
Maharashtra,2011,Wheat,Rabi       ,878100,1498800,1174.095455,147099312,289773,1.646666667
Maharashtra,2012,Arhar/Tur,Kharif     ,1213600,1005800,1003.4,183010880,376216,0.633125
Maharashtra,2012,Bajra,Kharif     ,788200,502400,1003.4,118860560,244342,0.658
Maharashtra,2012,Castor seed,Kharif     ,18300,4960,1003.4,2759640,5673,0.277619048
Maharashtra,2012,Cotton(lint),Kharif     ,4187000,6793000,1003.4,631399600,1297970,1.9308
Maharashtra,2012,Gram,Rabi       ,1134500,867900,1003.4,171082600,351695,0.712666667
Maharashtra,2012,Groundnut,Kharif     ,238000,236100,1003.4,35890400,73780,0.8236
Maharashtra,2012,Groundnut,Summer     ,70120,101640,1003.4,10574096,21737.2,1.501666667
Maharashtra,2012,Jowar,Kharif     ,888700,1197400,1003.4,134015960,275497,1.2828
Maharashtra,2012,Jowar,Rabi       ,2401200,911500,1003.4,362100960,744372,0.7136
Maharashtra,2012,Linseed,Rabi       ,27200,7590,1003.4,4101760,8432,0.243636364
Maharashtra,2012,Maize,Kharif     ,688800,1581900,1003.4,103871040,213528,1.825769231
Maharashtra,2012,Maize,Rabi       ,121000,229800,1003.4,18246800,37510,1.665
Maharashtra,2012,Maize,Summer     ,12100,14700,1003.4,1824680,3751,1.124444444
Maharashtra,2012,Moong(Green Gram),Kharif     ,431200,211340,1003.4,65024960,133672,0.460322581
Maharashtra,2012,Niger seed,Kharif     ,40300,12390,1003.4,6077240,12493,0.262222222
Maharashtra,2012,Other  Rabi pulses,Rabi       ,117800,43480,1003.4,17764240,36518,0.399130435
Maharashtra,2012,Other Kharif pulses,Kharif     ,65300,18650,1003.4,9847240,20243,0.35
Maharashtra,2012,Ragi,Kharif     ,124500,139000,1003.4,18774600,38595,1.117
Maharashtra,2012,Rapeseed &Mustard,Rabi       ,8700,2460,1003.4,1311960,2697,0.312105263
Maharashtra,2012,Rice,Kharif     ,1528100,3001640,1003.4,230437480,473711,1.316153846
Maharashtra,2012,Rice,Summer     ,30900,76400,1003.4,4659720,9579,2.38
Maharashtra,2012,Safflower,Rabi       ,104900,57720,1003.4,15818920,32519,0.516111111
Maharashtra,2012,Sesamum,Kharif     ,38600,11390,1003.4,5820880,11966,0.34
Maharashtra,2012,Sesamum,Rabi       ,900,290,1003.4,135720,279,0.33
Maharashtra,2012,Small millets,Kharif     ,53800,23390,1003.4,8113040,16678,0.397777778
Maharashtra,2012,Small millets,Rabi       ,19700,6240,1003.4,2970760,6107,0.419444444
Maharashtra,2012,Soyabean,Kharif     ,3063900,4689800,1003.4,462036120,949809,1.5
Maharashtra,2012,Sugarcane,Whole Year ,938100,75335000,1003.4,141465480,290811,73.4448
Maharashtra,2012,Sunflower,Kharif     ,34600,14250,1003.4,5217680,10726,0.409473684
Maharashtra,2012,Sunflower,Rabi       ,41700,18840,1003.4,6288360,12927,0.435
Maharashtra,2012,Sunflower,Summer     ,3900,3500,1003.4,588120,1209,0.745714286
Maharashtra,2012,Urad,Kharif     ,360300,213600,1003.4,54333240,111693,0.5715625
Maharashtra,2012,Wheat,Rabi       ,785000,1198700,1003.4,118378000,243350,1.461034483
Maharashtra,2013,Arhar/Tur,Kharif     ,1141300,1034200,1409.8,164906437,308151,0.7625
Maharashtra,2013,Bajra,Kharif     ,761600,787900,1409.8,110043584,205632,0.846315789
Maharashtra,2013,Castor seed,Kharif     ,13800,5100,1409.8,1993962,3726,0.346521739
Maharashtra,2013,Cotton(lint),Kharif     ,4159500,8834200,1409.8,601006155,1123065,2.0644
Maharashtra,2013,Gram,Rabi       ,1519500,1400640,1409.8,219552555,410265,0.863333333
Maharashtra,2013,Groundnut,Kharif     ,244100,295850,1409.8,35270009,65907,1.009047619
Maharashtra,2013,Groundnut,Summer     ,84200,125850,1409.8,12166058,22734,1.507407407
Maharashtra,2013,Jowar,Kharif     ,803800,926400,1409.8,116141062,217026,1.0888
Maharashtra,2013,Jowar,Rabi       ,2780700,1921500,1409.8,401783343,750789,0.864166667
Maharashtra,2013,Linseed,Rabi       ,12100,3250,1409.8,1748329,3267,0.34375
Maharashtra,2013,Maize,Kharif     ,746700,2643900,1409.8,107890683,201609,2.6244
Maharashtra,2013,Maize,Rabi       ,171600,443600,1409.8,24794484,46332,2.4765
Maharashtra,2013,Maize,Summer     ,28200,36300,1409.8,4074618,7614,1.265833333
Maharashtra,2013,Moong(Green Gram),Kharif     ,430700,200572,1409.8,62231843,116289,0.653103448
Maharashtra,2013,Niger seed,Kharif     ,40300,13020,1409.8,5822947,10881,0.218888889
Maharashtra,2013,Other  Rabi pulses,Rabi       ,122300,55200,1409.8,17671127,33021,0.429615385
Maharashtra,2013,Other Kharif pulses,Kharif     ,104800,44600,1409.8,15142552,28296,0.395172414
Maharashtra,2013,Ragi,Kharif     ,124500,142300,1409.8,17989005,33615,1.244
Maharashtra,2013,Rice,Kharif     ,1567500,3016600,1409.8,226488075,423225,1.436
Maharashtra,2013,Rice,Summer     ,37400,91690,1409.8,5403926,10098,2.423333333
Maharashtra,2013,Safflower,Rabi       ,126300,82700,1409.8,18249087,34101,0.736111111
Maharashtra,2013,Sesamum,Kharif     ,37700,10070,1409.8,5447273,10179,0.191034483
Maharashtra,2013,Sesamum,Rabi       ,1500,220,1409.8,216735,405,0.095
Maharashtra,2013,Small millets,Kharif     ,51600,27300,1409.8,7455684,13932,0.434074074
Maharashtra,2013,Small millets,Rabi       ,6000,2300,1409.8,866940,1620,0.39
Maharashtra,2013,Soyabean,Kharif     ,3519900,4272690,1409.8,508590351,950373,1.405714286
Maharashtra,2013,Sugarcane,Whole Year ,937100,83954000,1409.8,135401579,253017,79.05115385
Maharashtra,2013,Sunflower,Kharif     ,33600,20600,1409.8,4854864,9072,0.678235294
Maharashtra,2013,Sunflower,Rabi       ,56000,33250,1409.8,8091440,15120,0.387333333
Maharashtra,2013,Sunflower,Summer     ,4200,3700,1409.8,606858,1134,0.88375
Maharashtra,2013,Tobacco,Whole Year ,1500,1800,1409.8,216735,405,1.2
Maharashtra,2013,Urad,Kharif     ,334400,206440,1409.8,48317456,90288,0.555483871
Maharashtra,2013,Wheat,Rabi       ,1028200,1480000,1409.8,148564618,277614,1.462413793
Maharashtra,2014,Arhar/Tur,Kharif     ,1210200,353300,1001.6,182691792,399366,0.313529412
Maharashtra,2014,Bajra,Kharif     ,864800,537900,1001.6,130550208,285384,0.451052632
Maharashtra,2014,Castor seed,Kharif     ,17300,4000,1001.6,2611608,5709,0.188571429
Maharashtra,2014,Cotton(lint),Kharif     ,4189900,3577100,1001.6,632507304,1382667,0.9664
Maharashtra,2014,Gram,Rabi       ,1427500,1087700,1001.6,215495400,471075,0.731612903
Maharashtra,2014,Groundnut,Kharif     ,243800,252900,1001.6,36804048,80454,0.643636364
Maharashtra,2014,Groundnut,Summer     ,82700,126000,1001.6,12484392,27291,1.4928
Maharashtra,2014,Jowar,Kharif     ,680100,584400,1001.6,102667896,224433,0.95625
Maharashtra,2014,Jowar,Rabi       ,2608100,1524400,1001.6,393718776,860673,0.717307692
Maharashtra,2014,Linseed,Rabi       ,23900,5300,1001.6,3607944,7887,0.235
Maharashtra,2014,Maize,Kharif     ,800500,1496100,1001.6,120843480,264165,1.76
Maharashtra,2014,Maize,Rabi       ,239800,651400,1001.6,36200208,79134,1.730869565
Maharashtra,2014,Maize,Summer     ,35900,53700,1001.6,5419464,11847,1.240454545
Maharashtra,2014,Moong(Green Gram),Kharif     ,315200,83700,1001.6,47582592,104016,0.273939394
Maharashtra,2014,Niger seed,Kharif     ,16400,2800,1001.6,2475744,5412,0.113157895
Maharashtra,2014,Other  Rabi pulses,Rabi       ,103300,33900,1001.6,15594168,34089,0.327037037
Maharashtra,2014,Other Kharif pulses,Kharif     ,76500,28700,1001.6,11548440,25245,0.327
Maharashtra,2014,Ragi,Kharif     ,111600,119000,1001.6,16847136,36828,1.091818182
Maharashtra,2014,Rice,Kharif     ,1508400,2835400,1001.6,227708064,497772,1.3064
Maharashtra,2014,Rice,Summer     ,42800,111200,1001.6,6461088,14124,2.52375
Maharashtra,2014,Safflower,Rabi       ,74200,26300,1001.6,11201232,24486,0.571578947
Maharashtra,2014,Sesamum,Kharif     ,19900,4000,1001.6,3004104,6567,0.224444444
Maharashtra,2014,Sesamum,Rabi       ,700,100,1001.6,105672,231,0.0625
Maharashtra,2014,Small millets,Kharif     ,64100,23800,1001.6,9676536,21153,0.349655172
Maharashtra,2014,Small millets,Rabi       ,17300,5900,1001.6,2611608,5709,0.385384615
Maharashtra,2014,Soyabean,Kharif     ,3640200,1821600,1001.6,549524592,1201266,0.758571429
Maharashtra,2014,Sugarcane,Whole Year ,1029500,91538100,1001.6,155413320,339735,71.18857143
Maharashtra,2014,Sunflower,Kharif     ,32300,10000,1001.6,4876008,10659,0.24
Maharashtra,2014,Sunflower,Rabi       ,47900,20700,1001.6,7230984,15807,0.326153846
Maharashtra,2014,Sunflower,Summer     ,1900,2000,1001.6,286824,627,0.8375
Maharashtra,2014,Tobacco,Whole Year ,1300,2100,1001.6,196248,429,1.62
Maharashtra,2014,Urad,Kharif     ,276500,92300,1001.6,41740440,91245,0.408787879
Maharashtra,2014,Wheat,Rabi       ,1067300,1307700,1001.6,161119608,352209,1.20137931
Maharashtra,2015,Arhar/Tur,Kharif     ,1236900,444200,875.7,195318879,408177,0.341470588
Maharashtra,2015,Bajra,Kharif     ,800600,332900,875.7,126422746,264198,0.296
Maharashtra,2015,Castor seed,Kharif     ,11426,2136,875.7,1804279.66,3770.58,0.239047619
Maharashtra,2015,Cotton(lint),Kharif     ,4207200,3913930,875.7,664358952,1388376,0.8904
Maharashtra,2015,Gram,Rabi       ,1442020,776680,875.7,227709378.2,475866.6,0.561515152
Maharashtra,2015,Groundnut,Kharif     ,224500,216610,875.7,35450795,74085,0.627142857
Maharashtra,2015,Groundnut,Summer     ,85308,116629,875.7,13470986.28,28151.64,1.226129032
Maharashtra,2015,Jowar,Kharif     ,620800,368100,875.7,98030528,204864,0.638
Maharashtra,2015,Jowar,Rabi       ,2596800,837100,875.7,410060688,856944,0.533846154
Maharashtra,2015,Linseed,Rabi       ,16252,3988,875.7,2566353.32,5363.16,0.165
Maharashtra,2015,Maize,Kharif     ,789100,1159800,875.7,124606781,260403,1.200833333
Maharashtra,2015,Maize,Rabi       ,248690,460920,875.7,39270637.9,82067.7,1.55962963
Maharashtra,2015,Maize,Summer     ,29100,39150,875.7,4595181,9603,1.352608696
Maharashtra,2015,Moong(Green Gram),Kharif     ,365868,69032,875.7,57774215.88,120736.44,0.20030303
Maharashtra,2015,Moong(Green Gram),Summer     ,2552,591,875.7,402986.32,842.16,0.203846154
Maharashtra,2015,Niger seed,Kharif     ,12370,1867,875.7,1953346.7,4082.1,0.167727273
Maharashtra,2015,Other  Rabi pulses,Rabi       ,92908,44306,875.7,14671102.28,30659.64,0.347692308
Maharashtra,2015,Other Kharif pulses,Kharif     ,117702,36351,875.7,18586322.82,38841.66,0.346296296
Maharashtra,2015,Ragi,Kharif     ,91700,92900,875.7,14480347,30261,0.895
Maharashtra,2015,Rice,Kharif     ,1471400,2517100,875.7,232348774,485562,1.334583333
Maharashtra,2015,Rice,Summer     ,31400,76000,875.7,4958374,10362,2.538888889
Maharashtra,2015,Safflower,Rabi       ,56815,12753,875.7,8971656.65,18748.95,0.245
Maharashtra,2015,Sesamum,Kharif     ,28141,3511,875.7,4443745.31,9286.53,0.134666667
Maharashtra,2015,Sesamum,Rabi       ,1627,907,875.7,256919.57,536.91,0.568888889
Maharashtra,2015,Small millets,Kharif     ,48200,16200,875.7,7611262,15906,0.294090909
Maharashtra,2015,Small millets,Rabi       ,15840,4856,875.7,2501294.4,5227.2,0.403636364
Maharashtra,2015,Small millets,Summer     ,12350,9870,875.7,1950188.5,4075.5,0.629285714
Maharashtra,2015,Soyabean,Kharif     ,3702000,1794590,875.7,584582820,1221660,0.668928571
Maharashtra,2015,Sugarcane,Whole Year ,987100,69235400,875.7,155872961,325743,59.97133333
Maharashtra,2015,Sunflower,Kharif     ,18532,2440,875.7,2926388.12,6115.56,0.108235294
Maharashtra,2015,Sunflower,Rabi       ,28631,7250,875.7,4521121.21,9448.23,0.24826087
Maharashtra,2015,Sunflower,Summer     ,1020,1335,875.7,161068.2,336.6,0.644
Maharashtra,2015,Tobacco,Whole Year ,1606,2803,875.7,253603.46,529.98,1.125
Maharashtra,2015,Urad,Kharif     ,285900,61420,875.7,45146469,94347,0.323939394
Maharashtra,2015,Wheat,Rabi       ,910854,981351,875.7,143832955.1,300581.82,1.0278125
Maharashtra,2015,other oilseeds,Rabi       ,9154,2364,875.7,1445508.14,3020.82,0.317307692
Maharashtra,2015,other oilseeds,Summer     ,307,340,875.7,48478.37,101.31,0.68
Maharashtra,2016,Arhar/Tur,Kharif     ,1435643,2089252,1151.1,220012289.8,502475.05,1.184411765
Maharashtra,2016,Bajra,Kharif     ,837081,799743,1151.1,128282663.3,292978.35,0.649090909
Maharashtra,2016,Castor seed,Kharif     ,7049,2074,1151.1,1080259.25,2467.15,0.379473684
Maharashtra,2016,Cotton(lint),Kharif     ,4212480,10754986,1151.1,645562560,1474368,2.6268
Maharashtra,2016,Gram,Rabi       ,1929130,1940925,1151.1,295639172.5,675195.5,0.9825
Maharashtra,2016,Groundnut,Kharif     ,235080,286827,1151.1,36026010,82278,0.95625
Maharashtra,2016,Groundnut,Summer     ,120010,133475,1151.1,18391532.5,42003.5,1.325
Maharashtra,2016,Jowar,Kharif     ,603420,575376,1151.1,92474115,211197,0.926153846
Maharashtra,2016,Jowar,Rabi       ,3012030,1963350,1151.1,461593597.5,1054210.5,0.906153846
Maharashtra,2016,Linseed,Rabi       ,14203,3354,1151.1,2176609.75,4971.05,0.339333333
Maharashtra,2016,Maize,Kharif     ,658330,2136362,1151.1,100889072.5,230415.5,2.413448276
Maharashtra,2016,Maize,Rabi       ,344895,1084699,1151.1,52855158.75,120713.25,2.637857143
Maharashtra,2016,Maize,Summer     ,50200,107630,1151.1,7693150,17570,1.8748
Maharashtra,2016,Moong(Green Gram),Kharif     ,444267,260048,1151.1,68083917.75,155493.45,0.5925
Maharashtra,2016,Niger seed,Kharif     ,14052,2320,1151.1,2153469,4918.2,0.175263158
Maharashtra,2016,Other  Rabi pulses,Rabi       ,122180,69160,1151.1,18724085,42763,0.511851852
Maharashtra,2016,Other Cereals,Kharif     ,44130,24148,1151.1,6762922.5,15445.5,0.484230769
Maharashtra,2016,Other Cereals,Rabi       ,10612,4166,1151.1,1626289,3714.2,0.437058824
Maharashtra,2016,Other Cereals,Summer     ,29240,44420,1151.1,4481030,10234,1.669230769
Maharashtra,2016,Other Kharif pulses,Kharif     ,87140,40031,1151.1,13354205,30499,0.476896552
Maharashtra,2016,Other Summer Pulses,Summer     ,2170,1443,1151.1,332552.5,759.5,0.68875
Maharashtra,2016,Ragi,Kharif     ,92825,111073,1151.1,14225431.25,32488.75,1.089285714
Maharashtra,2016,Rapeseed &Mustard,Rabi       ,9233,3317,1151.1,1414957.25,3231.55,0.369615385
Maharashtra,2016,Rice,Kharif     ,1465730,3419021,1151.1,224623122.5,513005.5,1.664444444
Maharashtra,2016,Rice,Summer     ,69640,161900,1151.1,10672330,24374,2.369166667
Maharashtra,2016,Safflower,Rabi       ,75670,52430,1151.1,11596427.5,26484.5,0.672222222
Maharashtra,2016,Sesamum,Kharif     ,29178,6786,1151.1,4471528.5,10212.3,0.2625
Maharashtra,2016,Sesamum,Rabi       ,2332,55588,1151.1,357379,816.2,32.58882353
Maharashtra,2016,Sesamum,Summer     ,1984,409,1151.1,304048,694.4,0.188888889
Maharashtra,2016,Soyabean,Kharif     ,3840840,4586715,1151.1,588608730,1344294,1.27
Maharashtra,2016,Sugarcane,Whole Year ,633269,54236984,1151.1,97048474.25,221644.15,69.409
Maharashtra,2016,Sunflower,Kharif     ,21076,5877,1151.1,3229897,7376.6,0.295
Maharashtra,2016,Sunflower,Rabi       ,37238,28440,1151.1,5706723.5,13033.3,0.789130435
Maharashtra,2016,Sunflower,Summer     ,680,869,1151.1,104210,238,0.804
Maharashtra,2016,Tobacco,Whole Year ,800,1100,1151.1,122600,280,1.38
Maharashtra,2016,Urad,Kharif     ,337944,183121,1151.1,51789918,118280.4,0.577878788
Maharashtra,2016,Wheat,Rabi       ,1272006,2214012,1151.1,194934919.5,445202.1,1.73483871
Maharashtra,2016,other oilseeds,Summer     ,281,104,1151.1,43063.25,98.35,0.326
Maharashtra,2017,Arhar/Tur,Kharif     ,1375105,1250678,1129.5,216496531.2,522539.9,0.813225806
Maharashtra,2017,Bajra,Kharif     ,787833,669176,1129.5,124036427.5,299376.54,0.609047619
Maharashtra,2017,Castor seed,Kharif     ,6152,1368,1129.5,968570.88,2337.76,0.257
Maharashtra,2017,Cotton(lint),Kharif     ,4350818,6093512,1129.5,684992785.9,1653310.84,1.647407407
Maharashtra,2017,Gram,Rabi       ,2234051,2048892,1129.5,351728989.4,848939.38,0.904375
Maharashtra,2017,Groundnut,Kharif     ,239847,276066,1129.5,37761511.68,91141.86,1.011666667
Maharashtra,2017,Groundnut,Summer     ,51277,69376,1129.5,8073050.88,19485.26,1.3459375
Maharashtra,2017,Jowar,Kharif     ,565298,547246,1129.5,89000517.12,214813.24,0.904230769
Maharashtra,2017,Jowar,Rabi       ,2898855,1842436,1129.5,456395731.2,1101564.9,0.785384615
Maharashtra,2017,Linseed,Rabi       ,10591,3257,1129.5,1667447.04,4024.58,0.2975
Maharashtra,2017,Maize,Kharif     ,694785,2165565,1129.5,109386950.4,264018.3,2.253461538
Maharashtra,2017,Maize,Rabi       ,333739,904932,1129.5,52543868.16,126820.82,1.973793103
Maharashtra,2017,Maize,Summer     ,35002,54906,1129.5,5510714.88,13300.76,1.334444444
Maharashtra,2017,Moong(Green Gram),Kharif     ,432072,158517,1129.5,68025415.68,164187.36,0.3575
Maharashtra,2017,Niger seed,Kharif     ,12968,2060,1129.5,2041681.92,4927.84,0.154375
Maharashtra,2017,Other  Rabi pulses,Rabi       ,101725,50909,1129.5,16015584,38655.5,0.575555556
Maharashtra,2017,Other Cereals,Kharif     ,41744,20834,1129.5,6572175.36,15862.72,0.437142857
Maharashtra,2017,Other Cereals,Rabi       ,7094,3715,1129.5,1116879.36,2695.72,0.551428571
Maharashtra,2017,Other Cereals,Summer     ,16727,12765,1129.5,2633498.88,6356.26,0.712727273
Maharashtra,2017,Other Kharif pulses,Kharif     ,81536,53793,1129.5,12837027.84,30983.68,0.345714286
Maharashtra,2017,Other Summer Pulses,Summer     ,2164,691,1129.5,340700.16,822.32,0.334666667
Maharashtra,2017,Ragi,Kharif     ,92817,106410,1129.5,14613108.48,35270.46,1.120833333
Maharashtra,2017,Rapeseed &Mustard,Rabi       ,6675,2289,1129.5,1050912,2536.5,0.412692308
Maharashtra,2017,Rice,Kharif     ,1424765,2668600,1129.5,224315001.6,541410.7,1.637916667
Maharashtra,2017,Rice,Summer     ,26178,62200,1129.5,4121464.32,9947.64,2.535833333
Maharashtra,2017,Safflower,Rabi       ,38902,21556,1129.5,6124730.88,14782.76,0.613529412
Maharashtra,2017,Sesamum,Kharif     ,26822,5090,1129.5,4222855.68,10192.36,0.228571429
Maharashtra,2017,Sesamum,Rabi       ,3633,1414,1129.5,571979.52,1380.54,0.589333333
Maharashtra,2017,Sesamum,Summer     ,861,169,1129.5,135555.84,327.18,0.425714286
Maharashtra,2017,Soyabean,Kharif     ,3693729,3805544,1129.5,581540693.8,1403617.02,1.225357143
Maharashtra,2017,Sugarcane,Whole Year ,902035,82539200,1129.5,142016390.4,342773.3,66.33833333
Maharashtra,2017,Sunflower,Kharif     ,16497,7977,1129.5,2597287.68,6268.86,0.542352941
Maharashtra,2017,Sunflower,Rabi       ,24016,12297,1129.5,3781079.04,9126.08,0.535263158
Maharashtra,2017,Sunflower,Summer     ,371,450,1129.5,58410.24,140.98,0.81625
Maharashtra,2017,Tobacco,Whole Year ,549,700,1129.5,86434.56,208.62,1.28
Maharashtra,2017,Urad,Kharif     ,350577,121178,1129.5,55194842.88,133219.26,0.3765625
Maharashtra,2017,Wheat,Rabi       ,1137731.5,1884842,1129.5,179124447.4,432337.97,1.505483871
Maharashtra,2017,other oilseeds,Summer     ,621,175,1129.5,97770.24,235.98,2.32
Maharashtra,2018,Arhar/Tur,Kharif     ,1261309,834489,1387.4,204584319.8,441458.15,0.568709677
Maharashtra,2018,Bajra,Kharif     ,609587.4,332231,1387.4,98875076.28,213355.59,0.408
Maharashtra,2018,Castor seed,Kharif     ,12534,3649,1387.4,2033014.8,4386.9,0.2745
Maharashtra,2018,Cotton(lint),Kharif     ,4218738,6593117,1387.4,684279303.6,1476558.3,1.536923077
Maharashtra,2018,Gram,Rabi       ,1694220,1396800,1387.4,274802484,592977,0.852903226
Maharashtra,2018,Groundnut,Kharif     ,217336,203522,1387.4,35251899.2,76067.6,0.689090909
Maharashtra,2018,Groundnut,Summer     ,26839,35102,1387.4,4353285.8,9393.65,1.436896552
Maharashtra,2018,Jowar,Kharif     ,530306,429671,1387.4,86015633.2,185607.1,0.718846154
Maharashtra,2018,Jowar,Rabi       ,1908957,767530,1387.4,309632825.4,668134.95,0.55
Maharashtra,2018,Linseed,Rabi       ,7014,2732,1387.4,1137670.8,2454.9,0.336363636
Maharashtra,2018,Maize,Kharif     ,707963,1364959,1387.4,114831598.6,247787.05,1.515
Maharashtra,2018,Maize,Rabi       ,201409,379865,1387.4,32668539.8,70493.15,1.349230769
Maharashtra,2018,Maize,Summer     ,17135,20570,1387.4,2779297,5997.25,1.0155
Maharashtra,2018,Moong(Green Gram),Kharif     ,481049,203771,1387.4,78026147.8,168367.15,0.366896552
Maharashtra,2018,Niger seed,Kharif     ,10929,1336,1387.4,1772683.8,3825.15,0.123076923
Maharashtra,2018,Other  Rabi pulses,Rabi       ,109680,51185,1387.4,17790096,38388,0.4368
Maharashtra,2018,Other Cereals,Kharif     ,46642,21610,1387.4,7565332.4,16324.7,0.400740741
Maharashtra,2018,Other Cereals,Rabi       ,13043,4423,1387.4,2115574.6,4565.05,0.405416667
Maharashtra,2018,Other Cereals,Summer     ,12402,7309,1387.4,2011604.4,4340.7,0.5
Maharashtra,2018,Other Kharif pulses,Kharif     ,87264,41185,1387.4,14154220.8,30542.4,0.395357143
Maharashtra,2018,Other Summer Pulses,Summer     ,2030,648,1387.4,329266,710.5,0.426363636
Maharashtra,2018,Ragi,Kharif     ,80297,93472,1387.4,13024173.4,28103.95,1.000833333
Maharashtra,2018,Rapeseed &Mustard,Rabi       ,5738,1979,1387.4,930703.6,2008.3,0.383636364
Maharashtra,2018,Rice,Kharif     ,1417445,3143748,1387.4,229909579,496105.75,1.657916667
Maharashtra,2018,Rice,Summer     ,47541,132050,1387.4,7711150.2,16639.35,2.755833333
Maharashtra,2018,Safflower,Rabi       ,25122,11965,1387.4,4074788.4,8792.7,0.446923077
Maharashtra,2018,Sesamum,Kharif     ,36932,6270,1387.4,5990370.4,12926.2,0.1896
Maharashtra,2018,Sesamum,Rabi       ,875,96,1387.4,141925,306.25,0.095454545
Maharashtra,2018,Sesamum,Summer     ,1385,183,1387.4,224647,484.75,0.20125
Maharashtra,2018,Soyabean,Kharif     ,4075174,4610936,1387.4,660993222.8,1426310.9,1.232857143
Maharashtra,2018,Sugarcane,Whole Year ,1162836,89770489,1387.4,188611999.2,406992.6,65.7037931
Maharashtra,2018,Sunflower,Kharif     ,16026,2610,1387.4,2599417.2,5609.1,0.113571429
Maharashtra,2018,Sunflower,Summer     ,285,437,1387.4,46227,99.75,1.25
Maharashtra,2018,Tobacco,Whole Year ,460,803,1387.4,74612,161,1.75
Maharashtra,2018,Urad,Kharif     ,366614,154473,1387.4,59464790.8,128314.9,0.41137931
Maharashtra,2018,Wheat,Rabi       ,834423.25,1249407,1387.4,135343451.1,292048.1375,1.388666667
Maharashtra,2018,other oilseeds,Summer     ,83,15,1387.4,13462.6,29.05,0.12
Maharashtra,2019,Arhar/Tur,Kharif     ,1319102,1196801,1555.8,226568959.5,488067.74,0.840967742
Maharashtra,2019,Bajra,Kharif     ,672783,512321,1555.8,115557208.1,248929.71,0.579545455
Maharashtra,2019,Cotton(lint),Kharif     ,4491331,6639185,1555.8,771431012.6,1661792.47,2.831428571
Maharashtra,2019,Gram,Rabi       ,2043208,2240091,1555.8,350941406.1,755986.96,0.963030303
Maharashtra,2019,Groundnut,Kharif     ,221102,191433,1555.8,37976479.52,81807.74,0.680740741
Maharashtra,2019,Groundnut,Summer     ,69662,117539,1555.8,11965145.12,25774.94,1.765625
Maharashtra,2019,Jowar,Kharif     ,389881,273081,1555.8,66965960.56,144255.97,0.601481481
Maharashtra,2019,Jowar,Rabi       ,1981591,1591616,1555.8,340358070.2,733188.67,0.932222222
Maharashtra,2019,Linseed,Rabi       ,5493,1936,1555.8,943477.68,2032.41,0.313333333
Maharashtra,2019,Maize,Kharif     ,771711,1051683,1555.8,132549081.4,285533.07,1.363214286
Maharashtra,2019,Maize,Rabi       ,297952,795312,1555.8,51176235.52,110242.24,2.171333333
Maharashtra,2019,Maize,Summer     ,56994,112994,1555.8,9789289.44,21087.78,1.783913043
Maharashtra,2019,Moong(Green Gram),Kharif     ,386788,150720,1555.8,66434706.88,143111.56,0.406551724
Maharashtra,2019,Niger seed,Kharif     ,8126,1626,1555.8,1395721.76,3006.62,0.17
Maharashtra,2019,Other  Rabi pulses,Rabi       ,125126,66053,1555.8,21491641.76,46296.62,0.467241379
Maharashtra,2019,Other Cereals,Kharif     ,40981,22030,1555.8,7038896.56,15162.97,0.545714286
Maharashtra,2019,Other Cereals,Rabi       ,10655,3748,1555.8,1830102.8,3942.35,0.413809524
Maharashtra,2019,Other Cereals,Summer     ,61753,77375,1555.8,10606695.28,22848.61,1.175833333
Maharashtra,2019,Other Kharif pulses,Kharif     ,88528,38650,1555.8,15205569.28,32755.36,0.340689655
Maharashtra,2019,Other Summer Pulses,Summer     ,12685,5526,1555.8,2178775.6,4693.45,0.489473684
